City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
523,harnosand,90,SE,1610152858,93,62.6323,17.9379,269.82,1.54
524,santa maria,0,BR,1610152859,57,-29.6842,-53.8069,297.15,1.19
525,kutum,0,SD,1610152860,35,14.2,24.6667,287.23,4.34
526,araouane,0,ML,1610152861,20,18.9048,-3.5265,294.24,1.47
527,pierre,90,US,1610152862,69,44.3683,-100.351,274.82,2.06
528,staraya poltavka,100,RU,1610152863,94,50.4772,46.4814,274.07,3.25
529,bourail,75,NC,1610152864,60,-21.5667,165.4833,304.44,1.83
530,los llanos de aridane,0,ES,1610152865,67,28.6585,-17.9182,287.15,2.06
531,kulhudhuffushi,100,MV,1610152866,75,6.6221,73.07,301.01,3.86
532,comodoro rivadavia,0,AR,1610152867,28,-45.8667,-67.5,296.15,7.72
533,manta,90,EC,1610152868,69,-0.95,-80.7333,300.15,5.14
